,text,label_h,label_f,label_s
212,yeah thats why i hate salman  pichli baar bhi salman ne bahut bola tha gaurav chopra ko aur side manveer manu ki leta rehta tha,1,1,0
213,bahot gande log hai yaar ye #punishsharma and #bandagikalra   disgusting,0,0,0
214,punish ki life me do hi cheeze chalti hai   bandagi   gandagi,0,1,1
215,i hate it jab samny rakhi cheez na milay matlab abhi tou men ny yahan rakhi thi zameen kha gae kya,1,0,0
216,chill yaar shilpaawo nahi samjhegi apna khoon math jala gulab k pichewo bas akash pe taras kharahi aur kuch naicalm down,0,0,0
217, benafshasoona acha hua k aap bahar aa gyi wrna hmari ankho s to khoon ki nadiyaan bah rhi thi u were not played well ben apne ghar m gandgi felai hai hina khan or priyank k sath milkr,0,1,0
218,ha kamyaji ye aapne sahi dekha hai esi hai wotabhi to sabhi use etna hate karte hai in se to swami om bhi achhe the yaar #thooo hina khan haak thooooooooook,1,0,0
219, adnanjilani adnan jeelani super hit dramas wafa bewafa se  humare ghar mein  mohabbat nafrat se  aatish pictwittercom tmpwddbkn,0,1,0
220,tu unhi kinajyaz aulaad hoga teri amma ka rape karkar chod diya hoga warna hume to yahi confirm chakke hain hijde hain aur han gandu bhi he,0,1,0
221,kisi producer ne isko agar show diya to unki bohot bari galti hogi  bcoz isne logo ka itna nafrat gain kiya hai ki trp zero ho jayega uss show ka  i_shilpa_shinde  im_shilpashinde  shilpa_shinde_  shilpa_shindey,0,1,0
222,tumne half dekha hai pura dekho,0,1,1
223,hina ne fb fan following ke baare me kaha jo sach hai h gauhar ke followers kam h fb pe,0,1,0
224,sanjeeda vala vikas ne bhi agree kiya ki gore log screen pe itne acche nahi dikhte,0,1,0
225,hate karne ka reason laao,0,0,1
226,apne family ko khoon ke aansoo rulane wali bathroom ja ja ke  khud  mirchi lagnese khoon ke aansoo nikalne lagi  #bb #biggboss #biggboss,0,1,0
227,wah wah kya baat he par viyapam ghotale ki jaaz me  se jyada murder ho gaye he  apne tou world record bana diya saab badhai ho apko,0,1,1
228,fake hina besaram arshi ki sakal se hi nafrat ho gyi hme,1,1,0
229,are nahi tag line was main khoon ke aansu royi hu kal khud ki galti or khud hi chilla rahi thi #bb,0,1,0
230,hate speech cases sirf mojahiro pe banty hae,0,0,1
231,hai jaise hitler musolini stalin bagdadi aye the or sab khatm ho gye vaise ye daur bhi history ho jayega,0,0,0
232,haan shilpa ne kya kiya aaj humne dekh liya akash k saath jo kiya usne uske baad se i really hate that woman,1,0,0
233,haleem beef hota hai sharma ji modi ke sau khoon maaf hai bhaiyya chamche paalna modi ji se sekhe koi,0,1,0
234,sanchalk the to tum kese bol sakte ho kisiko uth za bol k aaj tumari vzase hari hey hina ki team i hate you vikas and shilpa,1,1,0
235,abhi tk to main kisiko vote nahi kr rha tha par ab zarur larunga luv ko  aur jitne baal uske kate h gandagi aur peeley daat n kasam itni nafrat ho chuki h na  agr unhone itni limit tk jana tha toh saalo ko pehle hi ganja kr dete  kyun hina n apne baal kate,1,0,0
236,jiss tarhan woh hina ka stuff phanek rahi thi,0,1,0
237,rightly saidpurane episode ki baat karni aaj to bichara rok rha tha and kuch galt b ni kiyafir bhikha se laate h itni hate,0,0,1
238,bhai karan in terrorist logo se bat mat kar apna hi bura hai   ye kisi ke sage nahi hote   inka alien mohammad khud kehta hai terrorism failao   bhai mat bat kar is jihadan se,0,1,0
239,yaha jo stupid haters log barking kar rhe are stupid log tum to kehto ho tum hina ke hater ho lekin mujhe jaha tak pta bai hum kiso ko hate karte hai to usske bare mai baat bhi karna pasand nhi karte lekin tumlog to  hina ke barre mai baat karte ho no matter hate comments,0,0,0
240, biggbossnewz agar puneesh aur bandagi kalkothri m jate hai toh murder  ban jayegi bigboss k ghar m,0,1,0
241,ekdam ekdam sahi bolakehe nahi sakte shilpa or punish ka defend krte krte khud hi na shahid ho jayaao shilpa maa mujhse bhi khoon kardo plzz,0,0,0
242,kal  gujaratiyo ke khoon se apna haath rang ne wala haiwan ask apne aapko gujarat ka beta keh raha hai,0,0,0
243,kya hoga ya bhai itna hatred,0,0,1
244,hahaha hina fare ki baat tum mat kro duniya ki sabse fake tum ho or ye arshi badha hina hina kar rahi hai do din mai juta khyegi hina se but shilpa ji plz ab arshi ko kabhi accept maaf na krna we hate her usne bht ghatiya kiya apke sat h,1,1,0
245,nhi jayenge aur rahi baat #luv tyagi ki uski to vaat lagni wali hai  #fakina always hate u,1,1,0
246,dharna dalwanay ka lya jis judge na mumtaz qadri ko phansi ki saza di us ko kuch nahin or galian kis ko,0,0,0
247,hina se hate itni hai ki bandagi ki gandagi bhi sahi lag rai hai tumko,1,1,0
248,tune kion ladai ki #shilpa ji se tu bahut fake hai #arshi vikas gupta ne there like kya kya nhi kiya tune us vikas gupta ko bura bola u fake person loser hate u,1,1,0
249,hina ke against me jo  hi hoga vo sahi hoga i hate hinakhan,1,1,0
250,hina se hate inka itna badh chuka hai ke sahi galat aur insaniyat ki tameez kho bethe hai,1,1,0
251,gawd is  biggboss k season ne dusre celebs k bhi asli chehre dikha diye shocking,0,1,0
252,i hate heena too par bhai gali mat do,0,1,1
253,#bandagi punishi ko to baher k jail me dalo waqei sufaid chudail kala rakshaswe all hate pungi gandagi ki dukan dono arshi ko shilpa se lada k nomination se bachna chahte hain ye kutte kutyakide paden pungi ko,1,1,0
254,thank you geeta maam insaan nafrat me sahi aur galat hi bhool jata,0,1,0
255,hiten is my fev  but wo entertain nhi h,0,1,0
256,or vo bakri ka rape nhi karte hai vo unki begam hi hoti hai,0,1,1
257,do one thing yr sabse pehle  gauahar_khan n  iamkamyapunjabi ko tag karo n dikhao unhe k kisi ko hate krne me itna andha hona achha nai hkam se kam sach jaan k zahar uglo inko khudka  lostboy n arshi b us convo me the wo to inko dikhega nai bas hina hina kra lo inse #ajiblog,0,0,1
258,shilpa  ko  jese  show  se  nikal  ke faka  hai  wese  he  bb se  bhi  nikal  ke  fake  do  kuch  deserve  nahe  karte  wo i hate  shilpa  shinde,1,1,0
259,dikhta h kon loser h kal dekhna tumhaari bandagi and puneesh jaayenge jail then majja aayega shilpa bhi khoon ke aasu royegi  eyehinakhan #hinakhan stay strong,0,1,0
260,hina ne bandagi ko darane ke liye khudke thode kaate but bandagi ne uske bahot saare kaate hain  its not a fact just blind hate lol agar tumko lagta hai wo sahi tha to i have nothing to say,0,0,0
261,akash ki kya halat ki h aur wo bitch bandagi baar baar khoon k ansu khoon k ansu kr rahi h dikhe to nhi aansukisi k mirchi ankh mei jae to wo ankh nhi khol paegabt wo thodi der mei khadi thi task mei waooo,0,0,0
262,vote for luv tyagi  aaj jo hua  uske baad he deserves to stay in bb house such cruel punish and bandagi  is waqt vikas ne trimmer q nhi chhinna uske haath se  i hate punish bandagi vikas shilpa,1,1,0
263,hate  eyehinakhan  trigger wahi karti hai uske show me bhi chubti thi or yaha bhi,1,1,0
264,marne ke liye sirf public hai  ye dono haramkhor ganje bhaion ko is liye roka gaya taa ke hamara mazeed khoon choos saken,0,1,0
265,ji hona chahiye #stand against #terror,0,0,1
266,ye hai desh ki police ke haal,0,0,1
267,murder karne waale ko aachaarsahita ki wajha se action se dur kiya hua hai har http  fbme zgurmoe,0,1,1
268,ppp corupt zardari mafya bun chuki sindi awam unse sakht nafrat karta ab sindi ki umid gareeb mazloom ka bhadr sathi,1,0,0
269,zyada hogya hai rape se aagay nikal gayi hai aj kahani,0,1,1
270,kisse bol rahe ho bhakt ko bol kar hi laya gaya ye bhadwa kadyani take hatred fela sake but d q y d ppl go to dis show,0,0,0
271,listen to aj phir tum pe piyaar aya hai hate story arijit singh by awais jalil #np on #soundcloudhttps  soundcloudcom awaisjalil aajphirvideosonghatestor,0,1,0
272,hehe wo writing ki wjase arhi thi  apni writing ko chukandar anaar aur kajar khilao take uska khoon bane,0,1,1
273,riasati loug he hy nah jo phir aam worker k rape k baad qatal hone pr mulzimon ki pusht pnahi krte,0,1,0
274,party to girls kar rahi hai wo to bechara rape hone gaya hai lagta hai,0,1,1
275,people are more important than their mistakes nafrat karna nahi aata hota hi nahi yaar aur apno se toh bilkul nahi,0,0,0
276, gauravcsawant ek bar phir s ki tarah fauj ke hath khol ke dekho india kya duniya se terrorism khatam kar degi #indianarmy,0,0,0
277,ek bar phir s ki tarah fauj ke hath khol ke dekho india kya duniya se terrorism khatam kar degi #indianarmy,0,0,0
278,ayesha aur muhammad ka rape hi kaladhan hai,0,1,0
279,magar ye media walay to jaan boojh ker paise ke liye sab karrahe hain,0,0,0
280,karachi k baad lahore mei bhi rangers operation hona chahyay,0,1,0
281,logic taa k lahore b political terrorism sy nijat paaye,0,1,1
282, alee i hate you so much aaaleee   tum chor kar mujhe so kaise gaye,1,1,0
283,haan  congress ke rajya mein hota hi kya tha sirf ghotale scam rape mehangayi ,0,1,0
284, beingsalmankhan mujhe bilkul bhi pasand nahi k sm fans of urs uss stupid ko bhabhi kahen khoon jalta hai mera ,0,0,0
285,jab rape ho rahe hote hai tab nhi aate yai nautanki karne tilak lagake mera bharat mahan   http  fbme xkygsxge,0,0,0
286,mujhe bhii hate it,1,0,0
287,ye q rohan k sath hai i hate yr ajeb c hai,1,1,1
288,bejoy bose ka murder thodi na kiya tha,0,1,1
289, tum log bhi acha kro  yahan terrorism krwane jin raw walon ko bhjte ho tum log woh pakre jate hain,0,1,1
290,kabhi nafrat to kabhi dilo ka mail hai ,0,1,1
291,be dosti hi yaha not for sale hai pictwittercom kcgceoswb,0,1,1
292,in hindi there is song  pak establishment  tayyab ali pyaar ka dushman hai hai hai pak love to hate,0,0,0
293,juth muje bhi pasnd nai i hate it jo bat samne bolna hai bolo acha lagta h,1,1,1
294,aur trust kabhi na kabhi aise waise tut jata h,0,1,0
295,isi wale muhammad aur allah ki ayesha ka rape kr rhe ayesha bachao bacho kr rhi,0,0,0
296,  mufti_yasir aap is bhagode  tarekfatah ko muaaf karden  isme mardon ka khoon nahi hai jo debate kare,0,1,0
297,jo debate kare,0,1,0
298,mrmukesh ambanee madarchaod terre betee nisha ushkee gaand kisee aur se marayee air baolee mai rape,0,1,0
299,teree police ki mss chaodoon,0,0,1
300,# hakumat khud dahshatgard hai agents ko pala hua hai lootmaar crime murder se maal banarahe hain,0,1,0
301,one faadu question,0,1,0
302,ye nafrat bhara programme band karo ye islam ko badnam karne ki kodhish hay,0,1,0
303,bewakoof banakar khaayi me fek dete hai use gaali dete hai use judge karte hai use hate karte hai toh woh bacha bohat sadme me din,0,1,1
304,waise hi ho ga jaisa har rapist aap ki party se hota hai aur aap phir bhi rape party ko support karti hai,0,1,0
305,pehle se pata tha but aaj confirm ho gaya apna kuch nhi jaata but still i hate them,1,0,0
306,kya bat karte ho sir,0,1,0
307,tum aaj ptaa chaala hai main smart hu,0,1,1
308,i dont hate   let them love apna kya jaata hai,0,1,0
309,inke pas license hai khoon kharaba karne ka,0,1,0
310,i love you kahne par bhi or i hate you kahne par bhi bura maan jate haiv,0,1,0
311,es army ka maine bohat sath diya lekin lahore attack k baad mujhe es khusri army se nafrat ho gayi hai enkay pas atom nhi officialdgispr,1,1,0
312,kabhi kabhi logon ki nafrat hi insan ki strength ka reason hota ha,0,1,0
313,bhagwa atankiyon ne bhi rape kiye hain,0,0,1
314,i hate cigeratte lekin kbhi kbhar dil chahta hai k pe he lu,1,0,0
315,zee news pe fatah ka fatwa ban hona chahiye  ye yahan hindu aur musalamanon men nafrat faila raha hai,0,1,0
316,frustration  hatred bhai bhai,0,1,1
317, rasheed aur to baar baar indian agency par lapet raha hai  islamic terrorism koi indian ka phenomena to nahi,0,1,0
318,aby randi ke bachy rape ke kaam india main hote hain  rapistan india ko bolte hain,0,0,0
319,sir hukmaranon ko to kya kehna  army ko bhee ab recharge k liey khoon chahiye ziada  aur ziada,0,0,0
320,  dec   nirbhaya rape case  ke baad se aaj se delhi mahilaao ke liye kitni surakshit hui hai ,0,1,0
321,ye dekho prashant ko terror ka religion para chal gaya sharam karo,0,0,0
322, mufti_yasir aap is bhagode  tarekfatah ko muaaf karden  isme mardon ka khoon nahi hai jo debate kare,0,1,0
323,dil to chahta ha hitler ki tarha tamam hods ko sammandar main lajakar kashti bumb maar da army,0,1,0
324,aaj ek question z news pr pucha gaya  dec   nirbhaya rape case  ke baad se aaj se delhi mahilaao ke liye kitni surakshit hui hai ,0,1,1
325,aap hi ja k supreme court k judges ka kaam kar leejiye na kabhi to bhai samjhdaari ki baat kr liya kro sir ji,0,1,1
326,aaj he dna me dikhaa raha tha ke aap ne dilli ke gaand maar rakhi hai  daily rape ho rahe hai,0,1,0
327,agar terrorism ka end chty hain to apny ass pas k garebon ka khyal rakha krain kyon k go b khud ko bomb se urata hai woh gareb hi hota hai,0,1,0
328,abe ganje  shekhargupta tu batting karta rah  yadavakhilesh ka because of hate  narendramodi th march  tavleen_singhhttps  twittercom shekhargupta status ,0,0,0
329,mohabbat ky pardy mai karty ho nafrat,0,1,0
330,bacche kabhi kabhi rape karlete hai bechare  https  plusgooglecom  posts ndqqdymjir_utm_source,0,0,0
331,i hate girls bolne vale londe vohi hote hai jo sale youtube par jaakr how to impress girls jaisi bakchod videos dekhte hai,0,0,0
332,ha ha education salo tumne education ke naam par orto ko nanga kar rakha he  or rape badhte ja rahe  sirf or sirf isliye,0,1,0
333,ek gang ke crime se terrorism prove nahi hota  agar hota to un ne ban lagaya hota,0,0,1
334,waise to shia sunni apas me ladate rahate hain iraq iran me  lekin wah terrorism nahi kaha gaya,0,1,0
335,aur us ek gang ke upar bhee ilzam hai  ilzam politically motivated ho saka haiislamic terrorism worldwide hai,0,1,0
336,akhilesh se rape ka sawal pochne pe apko bahut bura lag raha hai jaise up crime free hai aur log yu hi sawal kar rahe hain,0,1,1
337,islamic terrorism puri duia me ek bada problem hai  aur sab jagah muslims utpat macha rahe hain,0,1,0
338,lekin ek gang aur kuch logon ke hone se koi hindu terrorism prove nahi hota ,0,1,0
339,choti si pradesh gujurat me satadhari party ke sevak lok jab aurato ko rape karte he  black mail kar rahe he to kanun bebadta thika he https  twittercom ajaykushwaha_ status ,0,0,0
340,reject karna tha to seedha bol deti murder karwane ki kya jarurat thi   _glossylipss,0,1,1
341,islamic terrorism ek worldwide phenomena hai aur labbhag har desh ke muslims isame shamil hain,0,1,0
342,rakesh ji apne aakaon ko samjhao wo apne knowledge ko desh ki unity  progress ke liye use karen kab take minority se nafrat karoge,0,0,0
343,ek kisi gang ke hone se terrorism ka hona sidh nahi hota  unlogon ka koi terrorist network nahi,0,1,1
344, lakhdays abe dhakan islam sirf  saal purana hai tum sab ko rape karke marke conversion karke mulla banaya  sandiprnc https  twittercom lakhdays status ,0,0,0
345,aur islamic terrorism worldwide phenomena hai tu ats ke peeche laga hai jaise ats hee sab kuch hai,0,1,0
346,terrorism ka koi dharm nehi hota aur tere hai sasti rand k bachcho ka koi name nehi hota,0,1,0
347,tuk to gaya na  jo ruk gaya to woh terrorism kaise hua  aur jo ruk gaya usako tu ghont kyon raha hai,0,1,1
348,baleegh ur rehman ka rape chal raha hai hamir mir k show mai,0,1,0
349, logon se terrorism nahi hoti  you dumb  haan ek gang ban skata hai ,0,1,0
350,to karekarey sahab ka naam kyoun na lun jis ne hindu terrorism ka parda faash kiya,0,0,0
351,haan hum to bhakt hai terrorist thode hain tumhari taraha  terrorism to tumhari khoon me hai,0,1,1
352,islamic terrorism ka to roj pardafash hota hai to rukana chahiye tha ,0,1,1
353,mere jism ka khoon ka akhiro qatra quraban ho rasool pe aur tumhara pura body ganga nadi pe hahaha,0,1,0
354,up ke law n order ki to le ke rakhi hai,0,1,0
355,gundagardi murder rape http  fbme xunmaup,0,0,0
356,aaye din terrorists attack ho rahe hain wahan se islamic terrorism ka pata hota hai mere kahane se nahi,0,1,1
357,hadd toh tab hogayi jab uski frnd ne bola ki annika ka murder kyu nahi hojata hadi wadi bolte the usse,0,1,1
358,tumhare certificate ki zaroorat nahi,0,1,0
359,muje seasat se bhot nafrat hai phans gaya account bana k jab open karun account hazer imran nawaz humza sub ki he post aa jati hai,1,1,0
360,kyonkti tu woh bola raha hai jo hai nahi muslims terrorism worldwide hai aur tu thop raha hai dusaron par,0,1,0
361,mujhe v mann karta hai murder kar du,0,1,1
362,islamic terrorism puri dunia me hai aur hazaron lakhon mulsims isame involved hain kewal kuch group nahi,0,1,0
363,ek do ghatna se terrorism ka hona proof nahi hota  terrorism ek continuous phenomenoa hai aur organized,0,1,1
364,aaj ke din me islamic terrorism ke alava koi aur terrorism nahi hai  agar hai to tu bata sakta hai kidhara hai,0,1,0
365,madarson ko terrorism se jorhne wala khud terrorist hai,0,1,1
366,tamam indians chaahte hen khum piyaar muhabbat se rahen or tum nafrat ke beej bo rahe ho shame on u  tarekfatah,0,0,0
367,woh suna hai tumhare faujion ko unke senior rape karte hain,0,1,0
368,niazi haramkhor pakistan ko terrorism mai dhkail raha hai,0,1,0
369,#banfatahkfatwa  is dor ka sab se begerat chainal zee news hai jis ne tarikh fatha ko bula kr nafrat phela rha hai#banfatahkafatwa,0,1,1
370,is  tarekfatah ko hamare sanvidhan aur desh ki fikr hoti to aaj ye zeenews pe beth ke nafrat ka bazaar na faila raha hota #banfatahkafatwa,0,1,0
371,wait karte raho sir ek din hate story bhi aayegi,0,1,1
372,hamare yaha red balloons bechne walay jail pohanch jatay hain lekn khoon bahanay walay sarko par ghoomtay hain,0,1,0
373,ye love hai to kya hum hate hain  ,0,1,0
374,bc terrorism ko kis se compare kr rha h  ,0,0,1
375,kiu kuch log chehre pr dohra chehra lekr ghumte h jese h wese kiu nhi dikhte sabke samne kuch or alag m kuch not i just hate them,1,0,0
